component,N,B,mean_ms,std_ms
T_quant,36,4,2.2399178380146623,0.13732083721453747
T_quant,37,1,1.9665194978006184,0.14316535849447296
T_quant,37,2,2.0488488080445677,0.19967261178712234
T_quant,37,4,2.3938692966476083,0.5936702627641849
T_quant,38,1,1.98878952418454,0.17407759215046598
T_quant,38,2,2.070291347336024,0.26708818897587694
T_quant,38,4,2.278830480063334,0.17316953833887283
T_quant,39,1,2.003580395830795,0.17911046162383515
T_quant,39,2,2.043104973854497,0.2416554822338363
T_quant,39,4,2.545127405319363,0.7310914956711008
T_quant,40,1,1.9602307467721403,0.17813916470063693
T_quant,40,2,2.0437884819693863,0.1579998881869647
T_quant,40,4,2.27128958562389,0.03666474068789309
T_quant,41,1,2.036099045071751,0.3323074761192851
T_quant,41,2,2.0959841401781887,0.3608228878793952
T_quant,41,4,2.3085328051820397,0.14874724226240846
T_quant,42,1,1.9796848227269948,0.17059886244247638
T_quant,42,2,2.0481581625062972,0.11737807536331073
T_quant,42,4,2.287898767972365,0.012480608629322926
T_quant,43,1,2.013576409080997,0.2830939276553422
T_quant,43,2,2.114572589052841,0.34327165888984584
T_quant,43,4,2.3116909037344158,0.059820328683593674
T_quant,44,1,1.9763187039643526,0.1494514666884762
T_quant,44,2,2.02893775771372,0.060116379026402295
T_quant,44,4,2.316643289523199,0.015579927044937207
T_quant,45,1,1.982375654624775,0.15618373438058333
T_quant,45,2,2.027521476848051,0.041866561276365635
T_quant,45,4,2.3401211528107524,0.036883131000720416
T_quant,46,1,1.9277804077137262,0.020634372559071724
T_quant,46,2,2.015109092462808,0.03810262666072591
T_quant,46,4,2.353692490141839,0.04785376380166052
T_quant,47,1,1.946075091836974,0.049165033819142674
T_quant,47,2,2.0142238459084183,0.015771505443412073
T_quant,47,4,2.414600239135325,0.14316901419995284
T_quant,48,1,1.9772434886544943,0.1272227497255271
T_quant,48,2,2.026611970504746,0.01790338236922392
T_quant,48,4,2.3776040808297694,0.013726313766094142
T_quant,49,1,1.9462410651613027,0.05020714330041232
T_quant,49,2,2.030334962764755,0.03505084193458785
T_quant,49,4,2.3988299630582333,0.044176280855721166
T_quant,50,1,1.9684759341180325,0.05972747930569419
T_quant,50,2,2.055455311201513,0.06624297815554568
T_quant,50,4,2.416653410764411,0.03626557110570818
T_quant,51,1,1.951218789909035,0.034737156245122455
T_quant,51,2,2.037519022123888,0.013156098816166502
T_quant,51,4,2.438128652283922,0.057441441298105744
T_quant,52,1,1.9595935998950154,0.04664468285633637
T_quant,52,2,2.06470591831021,0.14620925783368743
T_quant,52,4,2.4404631194192916,0.039296500834896005
T_quant,53,1,1.993532971246168,0.1631959653914144
T_quant,53,2,2.0516820473130792,0.03616422451684313
T_quant,53,4,2.502675368450582,0.1421298315008538
T_quant,54,1,1.945420290576294,0.011061758950395118
T_quant,54,2,2.0832066610455513,0.19185911911031225
T_quant,54,4,2.481175138382241,0.02971643637310578
T_quant,55,1,1.9647234806325287,0.042157512227270294
T_quant,55,2,2.059753517387435,0.036357748414125285
T_quant,55,4,2.4923664052039385,0.03693795719794607
T_quant,56,1,1.95192183367908,0.0175363251608065
T_quant,56,2,2.0772827323526144,0.07457236882392536
T_quant,56,4,2.5113093690015376,0.029280531137896908
T_quant,57,1,1.9635789073072374,0.046538593917586996
T_quant,57,2,2.06015043775551,0.014884027424164453
T_quant,57,4,2.5362240488175303,0.056811625509470186
T_quant,58,1,1.967327807797119,0.028320145693611666
T_quant,58,2,2.0726996671874076,0.05014128840543161
T_quant,58,4,2.555344046559185,0.05043334873832257
T_quant,59,1,1.96685612318106,0.036346165988118344
T_quant,59,2,2.0829279837198555,0.07842021388522841
T_quant,59,4,2.553382486803457,0.016253509591701333
T_quant,60,1,1.9685786683112383,0.019701727488493276
T_quant,60,2,2.1059612301178277,0.14940690462945644
T_quant,60,4,2.567940686130896,0.021316889018541937
T_quant,61,1,1.9758040667511523,0.01645199752701236
T_quant,61,2,2.093745155725628,0.05008079566272509
T_quant,61,4,2.641071170801297,0.20006144874529955
T_quant,62,1,1.9760525890160352,0.06926578818723018
T_quant,62,2,2.0905238948762417,0.03566111150716636
T_quant,62,4,2.5988593976944685,0.017771713832639795
T_quant,63,1,1.9732458586804569,0.011844765668155096
T_quant,63,2,2.093565206741914,0.041281386794159686
T_quant,63,4,2.613587324740365,0.017429019767263305
T_quant,64,1,2.009217676240951,0.064173358491819
T_quant,64,2,2.1213925490155816,0.018270518588050903
T_quant,64,4,2.653464487520978,0.03632969740051058
T_quant,65,1,2.238659163704142,0.030437500291188514
T_quant,65,2,2.360406187362969,0.014119646525375052
T_quant,65,4,2.877160367788747,0.07985462593321836
T_quant,66,1,2.2660086571704596,0.1724598913912944
T_quant,66,2,2.4011229432653636,0.17911585711818237
T_quant,66,4,2.88007557624951,0.0335276076033957
T_quant,67,1,2.2601045051123947,0.09291330155378726
T_quant,67,2,2.377477833069861,0.032434307998687524
T_quant,67,4,2.8968428005464375,0.044506370264131165
T_quant,68,1,2.252700956305489,0.040220173334714324
T_quant,68,2,2.3692455946002156,0.014839473932689327
T_quant,68,4,2.94002597569488,0.15083414731513722
T_quant,69,1,2.265419540926814,0.05204738200902575
T_quant,69,2,2.4152354162652045,0.17966603844241416
